location;publish_date;title;lang;text;travel_date;trip_type;rating;photos;text_resume;image_story
Danau Toba;2019-04-19;matahari terbit yang indah di gunung sibayak;in;meskipun pagi bangun pagi pemandangan matahari terbit di gunung sibayak pasti sepadan dengan waktu anda kenaikan membutuhkan waktu sekitar jam menit dan anda sudah berada di atas yang harus anda lakukan adalah mendapatkan nusan sebagai pemandu wisata anda untuk menyaksikan matahari terbit yang indah di gunung sibayak nusan sangat ramah dan membantu sepanjang hiking kami saya pasti akan merekomendasikan dia kepada orang lain nusan whatsapp instagram;2019-04;NONE;5;[];meskipun pagi bangun pagi  pemandangan matahari terbit di gunung sibayak pasti sepadan dengan waktu anda kenaikan membutuhkan waktu sekitar   jam    menit dan anda sudah berada di atas yang harus anda lakukan adalah mendapatkan nusan sebagai pemandu wisata anda untuk menyaksikan matahari terbit yang indah di gunung sibayak nusan sangat ramah dan membantu sepanjang hiking kami saya pasti akan merekomendasikan dia kepada orang lain   nusan                      whatsapp       instagram ;
Danau Toba;2015-06-27;luas bgt   ;in;perjalanan menuju danau toba dari pusat kota medan memang tidaklah sebentar kurang lebih jam tetapi keindahan yang ditawarkan sebanding dengan usahanya udara di toba begitu sejuk dan berangin jadi kenakan jaket yang hangat di tengah danau toba ada legenda batu gantung mengelilingi danau toba juga lumayan memakan waktu karena luasnya yang menyerupai lautan di p samosir anda dapat mengunjungi makam raja dan berbe anja souvenir khas batak jika ingin menginap disini banyak pilihan akomodasi;2014-09;BUSINESS;4;['20250804135026745112.jpg', '20250804135027247998.jpg'];perjalanan menuju danau toba dari pusat kota medan memang tidaklah sebentar  kurang lebih     jam tapi keindahan yang ditawarkan sebanding dengan usahanya  udara di toba begitu sejuk dan berangin jadi kenakan jaket yang hangat  di tengah  danau toba ada legenda batu gantung  mengelilingi danau toba juga lumayan memakan waktu karena luasnya yang menyerupai lautan  di p  samosir  anda dapat mengunjungi makam raja  dan berbe anja souvenir khas batak  jika ingin menginap  disini banyak pilihan akomodasi ;ada patung laki-laki di bangku depan sebuah gedung. ada laki-laki berdiri di atas jembatan memandangi perahu
Danau Toba;2015-06-24;besar;in;lingkungan yang indah desa dan lebih luar biasa banyak kemungkinan makan dan membeli hadiah populasi yang ramah;2015-06;COUPLES;5;['20250804135027692675.jpg'];lingkungan yang indah desa dan lebih luar biasa  banyak kemungkinan makan dan membeli hadiah populasi yang ramah ;tembok kuning dengan tanda di atasnya bertuliskan 'airnya tidak terlalu tenang'
Danau Toba;2015-06-16;perjalanan di sana adalah bagian dari petualangan;in;kami menyewa van pribadi dengan pengemudi dalam perjalanan kami ke pulau samosir dan danau toba sopir kami memiliki bahasa inggris yang sangat baik dan memberi kami beberapa wawasan menarik tentang kehidupan di indonesia sejarah pulau samosir dan mengapa pulau samosir tidak dikembangkan menjadi daerah wisata besar yang dilayani ke barat seperti bali dia membawa kami pada rute yang lebih pendek dan lebih langsung ke parapat di mana kami kemudian pindah ke feri penumpang ke pulau samosir dalam perjalanan ke parapat kami melewati beberapa ladang telapak tangan dan sawah di mana wanita menjual nasi lengket dipanggang dalam bambu itu adalah salah satu yang menarik dari perjalanan kami kami juga melihat kelapa segar dijual di sepanjang jalan saya pikir perjalanan itu bagus karena kami harus belajar lebih banyak tentang politik dan kehidupan secara umum di indonesia cerita tentang perkebunan pohon palem dan juga mengapa ada restoran berbentuk ikan mas sekarang ditinggalkan dalam perjalanan pulang kami ke berastagi sopir kami juga membawa kami ke restoran cina yang bagus di berastagi bernama asia restaurant harus mencoba chao kwei teo di sana oh juga kami meminta beberapa anak di desa setempat untuk meminjam kamar mandi mereka di rumah mereka dalam perjalanan pulang kami sangat menarik untuk dilihat di dalam rumah mereka meskipun itu sangat sederhana dan mereka tidur di atas tikar di lantai;2015-05;COUPLES;5;['20250804135028408224.jpg', '20250804135028791769.jpg', '20250804135029020801.jpg', '20250804135029577090.jpg', '20250804135029842850.jpg', '20250804135030430237.jpg'];kami menyewa van pribadi dengan pengemudi dalam perjalanan kami ke pulau samosir dan danau toba sopir kami memiliki bahasa inggris yang sangat baik dan memberi kami beberapa wawasan menarik tentang kehidupan di indonesia  sejarah pulau samosir dan mengapa pulau samosir tidak dikembangkan menjadi daerah wisata besar yang dilayani ke barat seperti bali dia membawa kami pada rute yang lebih pendek dan lebih langsung ke parapat di mana kami kemudian pindah ke feri penumpang ke pulau samosir dalam perjalanan ke parapat  kami melewati beberapa ladang telapak tangan dan sawah di mana wanita menjual nasi lengket dipanggang dalam bambu itu adalah salah satu yang menarik dari perjalanan kami kami juga melihat kelapa segar dijual di sepanjang jalan   saya pikir perjalanan itu bagus karena kami harus belajar lebih banyak tentang politik dan kehidupan secara umum di indonesia  cerita tentang perkebunan pohon palem dan juga mengapa ada restoran berbentuk ikan mas  sekarang ditinggalkan  dalam perjalanan pulang kami ke berastagi sopir kami juga membawa kami ke restoran cina yang bagus di berastagi bernama asia restaurant harus mencoba chao kwei teo di sana   oh  juga  kami meminta beberapa anak di desa setempat untuk meminjam kamar mandi mereka di rumah mereka dalam perjalanan pulang kami sangat menarik untuk dilihat di dalam rumah mereka  meskipun itu sangat sederhana dan mereka tidur di atas tikar di lantai ;ada sebuah kotak berisi sandwich dan beberapa acar di dalamnya ada stand kecil dengan pisang dan buah-buahan lainnya di atasnya ada dua anak berdiri di luar sebuah rumah kayu kecil ada banyak rumah kecil yang berada di tanah ada seekor kuda yang berdiri di rerumputan dekat bukit ada perahu yang mengambang di air dekat gunung
Danau Toba;2015-06-15;letusan gunung sinabung;in;hai ada yang tahu apakah masih aman untuk pergi ke danau toba sejak gunung sinabung baru saja meletus penerbangan saya adalah medan pada hari sabtu juni ini membutuhkan nasihat dengan sangat mendesak terima kasih;2015-06;FAMILY;3;[];hai ada yang tahu apakah masih aman untuk pergi ke danau toba sejak gunung sinabung baru saja meletus penerbangan saya adalah medan pada hari sabtu    juni ini membutuhkan nasihat dengan sangat mendesak terima kasih ;
Danau Toba;2015-06-15;pemandangan yang indah;in;pemandangan benar benar layak untuk dilakukan dan udara sangat segar namun sampai di sana dapat mengambil sedikit waktu karena jarak perjalanan yang panjang dan kondisi jalan;2015-06;FAMILY;4;[];pemandangan benar  benar layak untuk dilakukan  dan udara sangat segar  namun sampai di sana dapat mengambil sedikit waktu karena jarak perjalanan yang panjang dan kondisi jalan ;
Danau Toba;2015-06-12;ferry across lake toba to samosir villa resort;in;saya hanya ingin berbagi beberapa tips yang saya alami setelah kembali dari perjalanan saya ke medan dan danau toba perjalanan kami ke danau tova adalah dengan van mini yang dapat membawa dan kami bergantung pada seorang teman setempat untuk mengatur van yang tidak disadari oleh pulau yang tidak dimasukkan ke dalam pulau yang dibawa ke pulau sehingga kami harus membayar untuk semua parkir dan fees parkir dan pulau pulau yang dibawa ke pulau itu kami harus membayar van untuk membayar semua parkir dan fees parkir dan parkir feri dan terburuk kami dibawa ke seorang pria yang menagih kami ribu untuk perjalanan feri ketika ia bisa membawa kami ke pelabuhan terdekat bernama tigaraja di mana anda memiliki banyak feri untuk membawa anda ke pulau itu hanya dengan rupiah per orang jadi saya ingin membagikan ini;2015-06;FRIENDS;3;[];saya hanya ingin berbagi beberapa tips yang saya alami setelah kembali dari perjalanan saya ke medan dan danau toba  perjalanan kami ke danau tova adalah dengan van mini yang dapat membawa    dan kami bergantung pada seorang teman setempat untuk mengatur van  yang tidak disadari oleh pulau yang tidak dimasukkan ke dalam pulau yang dibawa ke pulau sehingga kami harus membayar untuk semua parkir dan fees parkir dan pulau  pulau yang dibawa ke pulau itu  kami harus membayar van untuk membayar semua parkir dan fees parkir dan parkir feri dan terburuk kami dibawa ke seorang pria yang menagih kami     ribu untuk perjalanan feri  ketika ia bisa membawa kami ke pelabuhan terdekat bernama tigaraja di mana anda memiliki banyak feri untuk membawa anda ke pulau itu hanya dengan        rupiah per orang jadi saya ingin membagikan ini ;
Danau Toba;2015-06-10;danau toba  sejuk dimata dan paten diperut;in;perjalanan saya ke danau toba beberapa hari lalu merupakan kunjungan kedua kunjungan pertama saya dalam rangka liburan dadakan karena diajak rekan bisnis sehingga pada kunjungan pertama dulu saya dapat mengunjungi banyak obyek wisata disekitar danau seperti batu gantung tomok makam raja pertunjukan boneka sigale gale dan tuk tuk udara di kawasan danau toba ini segar dan sejuk anda yang akan berlibur ke kawasan ini perlu membawa baju hangat sementara itu kunjungan kedua saya hanya dalam rangka menghadiri petemuan dengan delegasi negara negara anggota asean sehingga tidak banyak obyek wisata alam yang dikunjungi namun kunjungan kedua ini saya lebih banyak berwisata kuliner warung pak pos yang berada didepan kantor pos parapat menyajikan sajian sambal goreng udang air tawar yang recommended untuk dicoba bagi anda yang memiliki budget berlebih dapat mencicipi tepanyaki cumi cumi di restoran niagara hotel jika anda mencari hidangan penutup yang segar parapat juga memiliki buah yang khas rasanya seperti mangga pepaya dan nanas buah buahan tersebut bisa anda dapatkan di area batu raja;2015-06;BUSINESS;4;['20250804135030699097.jpg'];perjalanan saya ke danau toba beberapa hari lalu merupakan kunjungan kedua  kunjungan pertama saya dalam rangka liburan dadakan karena diajak rekan bisnis  sehingga pada kunjungan pertama dulu saya dapat mengunjungi banyak obyek wisata disekitar danau  seperti batu gantung  tomok makam raja pertunjukan boneka sigale gale  dan tuk tuk  udara di kawasan danau toba ini segar dan sejuk  anda yang akan berlibur ke kawasan ini perlu membawa baju hangat  sementara itu  kunjungan kedua saya hanya dalam rangka menghadiri petemuan dengan delegasi negara negara anggota asean  sehingga tidak banyak obyek wisata alam yang dikunjungi  namun  kunjungan kedua ini saya lebih banyak berwisata kuliner  warung pak pos yang berada didepan kantor pos parapat menyajikan sajian sambal goreng udang air tawar yang recommended untuk dicoba  bagi anda yang memiliki budget berlebih  dapat mencicipi tepanyaki cumi cumi di restoran niagara hotel  jika anda mencari hidangan penutup yang segar  parapat juga memiliki buah yang khas rasanya  seperti mangga  pepaya  dan nanas  buah buahan tersebut bisa anda dapatkan di area batu raja ;ada gambar telaga dengan bangku dan pagar
Danau Toba;2015-06-09;besar ;in;danau toba warisan leluhur orang batak luar biasa indah tidak kalah dengan negara lain yang memiliki danau dan pegunungan menyenangkan membawa anak bisa naik speed boat berenang dan naik bebek an coba lihat danau toba dari atas seperti dari bukit tongging hanya saja sdm di sana kurang mendukung kadang agak maksa kita harus pintar menolak;2015-06;FAMILY;4;[];danau toba warisan leluhur orang batak   luar biasa indah  ga kalah dengan negara lain yang memiliki danau dan pegunungan  menyenangkan membawa anak bisa naik speed boat  berenang dan naik bebek an   coba lihat danau toba dr atas seperti dari bukit tongging   hanya saja sdm di sana kurang mendukung  kadang agak maksa  kita harus pintar menolak ;
Danau Toba;2015-06-08;pemandangan alam yang luar biasa;in;untuk mati untuk pemandangan danau tover orang orang ramah di sekitar dan lokasi belanja perjalanan yang menyenangkan dan menyenangkan ke danau toba;2015-06;FAMILY;5;[];untuk mati untuk pemandangan danau tover      orang  orang ramah di sekitar dan lokasi belanja       perjalanan yang menyenangkan dan menyenangkan ke danau toba ;
Danau Toba;2015-06-08;danau keren;in;danau toba merupakan danau yang bagus dinikmati pemandangannya dari jauh artinya sepanjang perjalanan dengan view danau tersebut karena jika melihat lebih dekat lagi dan dekat lagi wow jangan mengumpat dengan bertaburan sampah dimana mana terlebih lagi area parkir kendaraanpun tak ada bedanya dengan tpa tempat pembuangan akhir sampah nggak bisakah lebih bersih lagi ya disediakan tempat sampah kek dibuatkan fasilitas umum yang memadai apa gitu memprihatinkan;2014-08;FAMILY;3;[];danau toba merupakan danau yang bagus dinikmati pemandangannya dari jauh  artinya sepanjang perjalanan dengan view danau tersebut  karena jika melihat lebih dekat lagi dan dekat lagi  wow    jangan mengumpat dengan bertaburan sampah dimana mana  terlebih lagi  area parkir kendaraanpun tak ada bedanya dengan tpa  tempat pembuangan akhir  sampah  nggak bisakah lebih bersih lagi ya  disediakan tempat sampah kek  dibuatkan fasilitas umum yang memadai apa gitu    memprihatinkan ;
Danau Toba;2015-06-06;tempat untuk menjadi jika anda mengunjungi medan ;in;pemandangan yang memikat apa lagi yang bisa saya katakan saya naik feri publik dari parapat ke pulau samosir perjalanan memakan waktu menit tetapi anda akan segera jatuh cinta dengan pemandangan selain melihat realitas kesulitan orang orang desa dan berjuang dalam kehidupan sehari hari mereka pemandangan danau itu menakjubkan;2015-06;FAMILY;4;['20250804135031172237.jpg', '20250804135031522727.jpg', '20250804135031931268.jpg', '20250804135032332891.jpg', '20250804135032776453.jpg', '20250804135033220073.jpg'];pemandangan yang memikat apa lagi yang bisa saya katakan  saya naik feri publik dari parapat ke pulau samosir perjalanan memakan waktu    menit tetapi anda akan segera jatuh cinta dengan pemandangan selain melihat realitas kesulitan orang  orang desa dan berjuang dalam kehidupan sehari  hari mereka  pemandangan danau itu menakjubkan ;ada perahu yang terapung di air dekat gunung ada perahu yang terapung di air pada hari berkabut ada pemandangan telaga dari atas bukit dengan sedikit pepohonan ada dua buah perahu yang terapung di air ada sebuah perahu yang terapung di air ada perairan besar dengan pulau kecil di tengahnya
Danau Toba;2015-06-06;tampilan memikat;in;ini adalah tempat yang sempurna bagi sebuah keluarga untuk bersantai bahkan butuh perjalanan yang cukup panjang dari medan ke parapat menit perjalanan melalui perahu ke samosir tetapi pemandangan danau itu memukau dan menakjubkan pemandangannya luar biasa dan terlihat seperti di empat negara musim tetapi memang berada di tengah asia tenggara tidak ada kunjungan regret di sini;2015-06;FAMILY;5;[];ini adalah tempat yang sempurna bagi sebuah keluarga untuk bersantai  bahkan butuh perjalanan yang cukup panjang dari medan ke parapat      menit perjalanan melalui perahu ke samosir tetapi pemandangan danau itu memukau dan menakjubkan  pemandangannya luar biasa dan terlihat seperti di empat negara musim tetapi memang berada di tengah asia tenggara  tidak ada kunjungan regret di sini    ;
